STATE,COUNTY,CBSA,MSA70,MSA80,MSA90,MSA00,NEWENG
42,001,23900,9280,9280,9280,NA,FALSE
42,003,38300,6280,6280,6280,6280,FALSE
42,005,38300,NA,NA,NA,NA,FALSE
42,007,38300,6280,6280,845,6280,FALSE
42,011,39740,6680,6680,6680,6680,FALSE
42,013,11020,280,280,280,280,FALSE
42,015,42380,NA,NA,NA,NA,FALSE
42,017,37980,6160,6160,6160,6160,FALSE
42,019,38300,NA,NA,NA,6280,FALSE
42,021,27780,3680,3680,3680,3680,FALSE
42,025,10900,NA,240,240,240,FALSE
42,027,44300,NA,8050,8050,8050,FALSE
42,029,37980,6160,6160,6160,6160,FALSE
42,033,20180,NA,NA,NA,NA,FALSE
42,035,30820,NA,NA,NA,NA,FALSE
42,037,14100,NA,NA,7560,7560,FALSE
42,039,32740,NA,NA,NA,NA,FALSE
42,041,25420,3240,3240,3240,3240,FALSE
42,043,25420,3240,3240,3240,3240,FALSE
42,045,37980,6160,6160,6160,6160,FALSE
42,047,41260,NA,NA,NA,NA,FALSE
42,049,21500,2360,2360,2360,2360,FALSE
42,051,38300,NA,NA,6280,6280,FALSE
42,055,16540,NA,NA,NA,NA,FALSE
42,061,26500,NA,NA,NA,NA,FALSE
42,063,26860,NA,NA,NA,NA,FALSE
42,069,42540,7560,5745,7560,7560,FALSE
42,071,29540,4000,4000,4000,4000,FALSE
42,073,35260,NA,NA,NA,NA,FALSE
42,075,30140,NA,NA,3240,3240,FALSE
42,077,10900,240,240,240,240,FALSE
42,079,42540,9120,5745,7560,7560,FALSE
42,081,48700,NA,9140,9140,9140,FALSE
42,083,14620,NA,NA,NA,NA,FALSE
42,085,49660,NA,7610,7610,7610,FALSE
42,087,30380,NA,NA,NA,NA,FALSE
42,089,20700,NA,5745,7560,NA,FALSE
42,091,37980,6160,6160,6160,6160,FALSE
42,093,14100,NA,NA,NA,NA,FALSE
42,095,10900,240,240,240,240,FALSE
42,097,44980,NA,NA,NA,NA,FALSE
42,099,25420,3240,3240,3240,3240,FALSE
42,101,37980,6160,6160,6160,6160,FALSE
42,103,35620,NA,NA,NA,5660,FALSE
42,107,39060,NA,NA,NA,NA,FALSE
42,109,42780,NA,NA,NA,NA,FALSE
42,111,43740,3680,3680,3680,3680,FALSE
42,119,30260,NA,NA,NA,NA,FALSE
42,121,36340,NA,NA,NA,NA,FALSE
42,123,47620,NA,NA,NA,NA,FALSE
42,125,38300,6280,6280,6280,6280,FALSE
42,129,38300,6280,6280,6280,6280,FALSE
42,131,42540,NA,NA,7560,7560,FALSE
42,133,49620,9280,9280,9280,9280,FALSE
44,001,39300,6480,6480,6480,6480,TRUE
44,003,39300,6480,6480,6480,6480,TRUE
44,003,39300,NA,NA,NA,6480,TRUE
44,005,39300,NA,2480,NA,NA,TRUE
44,005,39300,NA,NA,NA,NA,TRUE
44,005,39300,6480,6480,6480,6480,TRUE
44,005,39300,NA,2480,2480,6480,TRUE
44,005,39300,2480,2480,2480,6480,TRUE
44,007,39300,6480,6480,6480,6480,TRUE
44,007,39300,6480,6480,6060,6480,TRUE
44,007,39300,NA,NA,6480,6480,TRUE
44,007,39300,NA,6480,6480,6480,TRUE
44,009,39300,NA,NA,NA,NA,TRUE
44,009,39300,6480,6480,6480,6480,TRUE
44,009,39300,NA,NA,6480,6480,TRUE
44,009,39300,NA,5520,5520,5520,TRUE
44,009,39300,NA,NA,NA,6480,TRUE
44,009,39300,NA,6480,6480,6480,TRUE
45,003,12260,600,600,600,600,FALSE
45,007,11340,NA,405,405,3160,FALSE
45,013,25940,NA,NA,NA,NA,FALSE
45,015,16700,1440,1440,1440,1440,FALSE
45,017,17900,NA,NA,NA,NA,FALSE
45,019,16700,1440,1440,1440,1440,FALSE
45,021,23500,NA,NA,NA,3160,FALSE
45,023,16900,NA,NA,NA,NA,FALSE
45,029,47500,NA,NA,NA,NA,FALSE
45,031,22500,NA,NA,NA,NA,FALSE
45,033,19900,NA,NA,NA,NA,FALSE
45,035,16700,NA,1440,1440,1440,FALSE
45,037,12260,NA,NA,NA,600,FALSE
45,039,17900,NA,NA,NA,NA,FALSE
45,041,22500,NA,2655,2655,2655,FALSE
45,043,23860,NA,NA,NA,NA,FALSE
45,045,24860,3160,3160,3160,3160,FALSE
45,047,24940,NA,NA,NA,NA,FALSE
45,051,34820,NA,NA,NA,5330,FALSE
45,053,25940,NA,NA,NA,NA,FALSE
45,055,17900,NA,NA,NA,NA,FALSE
45,057,29580,NA,NA,NA,NA,FALSE
45,059,24860,NA,NA,NA,NA,FALSE
45,063,17900,1760,1760,1760,1760,FALSE
45,069,13500,NA,NA,NA,NA,FALSE
45,071,35140,NA,NA,NA,NA,FALSE
45,073,42860,NA,NA,NA,NA,FALSE
45,075,36700,NA,NA,NA,NA,FALSE
45,077,24860,3160,3160,3160,3160,FALSE
45,079,17900,1760,1760,1760,1760,FALSE
45,081,17900,NA,NA,NA,NA,FALSE
45,083,43900,NA,3160,3160,3160,FALSE
45,085,44940,NA,NA,NA,8140,FALSE
45,087,46420,NA,NA,NA,NA,FALSE
45,091,16740,NA,6885,1520,1520,FALSE
46,005,26700,NA,NA,NA,NA,FALSE
46,011,15100,NA,NA,NA,NA,FALSE
46,013,10100,NA,NA,NA,NA,FALSE
46,027,46820,NA,NA,NA,NA,FALSE
46,029,47980,NA,NA,NA,NA,FALSE
46,035,33580,NA,NA,NA,NA,FALSE
46,045,10100,NA,NA,NA,NA,FALSE
46,057,47980,NA,NA,NA,NA,FALSE
46,061,33580,NA,NA,NA,NA,FALSE
46,065,38180,NA,NA,NA,NA,FALSE
46,081,43940,NA,NA,NA,NA,FALSE
46,083,43620,NA,NA,NA,7760,FALSE
46,087,43620,NA,NA,NA,NA,FALSE
46,093,39660,NA,NA,NA,NA,FALSE
46,099,43620,7760,7760,7760,7760,FALSE
46,103,39660,NA,NA,6660,6660,FALSE
46,117,38180,NA,NA,NA,NA,FALSE
46,125,43620,NA,NA,NA,NA,FALSE
46,127,43580,NA,NA,NA,NA,FALSE
46,135,49460,NA,NA,NA,NA,FALSE
47,001,28940,3840,3840,3840,3840,FALSE
47,003,43180,NA,NA,NA,NA,FALSE
47,009,28940,3840,3840,3840,3840,FALSE
47,011,17420,NA,NA,NA,NA,FALSE
47,013,29220,NA,NA,NA,NA,FALSE
47,015,34980,NA,NA,NA,NA,FALSE
47,019,27740,NA,3660,3660,3660,FALSE
47,021,34980,NA,5360,5360,5360,FALSE
47,023,27180,NA,NA,NA,3580,FALSE
47,029,35460,NA,NA,NA,NA,FALSE
47,031,46100,NA,NA,NA,NA,FALSE
47,035,18900,NA,NA,NA,NA,FALSE
47,037,34980,5360,5360,5360,5360,FALSE
47,043,34980,NA,5360,5360,5360,FALSE
47,045,20540,NA,NA,NA,NA,FALSE
47,047,32820,NA,NA,NA,4920,FALSE
47,051,46100,NA,NA,NA,NA,FALSE
47,053,26480,NA,NA,NA,NA,FALSE
47,057,34100,NA,NA,3840,NA,FALSE
47,059,24620,NA,NA,NA,NA,FALSE
47,063,34100,NA,NA,NA,NA,FALSE
47,065,16860,1560,1560,1560,1560,FALSE
47,073,28700,NA,3660,3660,3660,FALSE
47,075,15140,NA,NA,NA,NA,FALSE
47,079,37540,NA,NA,NA,NA,FALSE
47,081,34980,NA,NA,NA,NA,FALSE
47,087,18260,NA,NA,NA,NA,FALSE
47,089,34100,NA,NA,3840,NA,FALSE
47,093,28940,3840,3840,3840,3840,FALSE
47,099,29980,NA,NA,NA,NA,FALSE
47,105,28940,NA,NA,NA,3840,FALSE
47,107,11940,NA,NA,NA,NA,FALSE
47,111,34980,NA,NA,NA,NA,FALSE
47,113,27180,NA,NA,3580,3580,FALSE
47,115,16860,NA,1560,1560,1560,FALSE
47,117,30280,NA,NA,NA,NA,FALSE
47,119,17940,NA,NA,NA,NA,FALSE
47,125,17300,NA,1660,1660,1660,FALSE
47,127,46100,NA,NA,NA,NA,FALSE
47,131,46460,NA,NA,NA,NA,FALSE
47,133,18260,NA,NA,NA,NA,FALSE
47,139,17420,NA,NA,NA,NA,FALSE
47,141,18260,NA,NA,NA,NA,FALSE
47,145,25340,NA,NA,NA,NA,FALSE
47,147,34980,NA,5360,5360,5360,FALSE
47,149,34980,NA,5360,5360,5360,FALSE
47,153,16860,NA,1560,1560,NA,FALSE
47,155,42940,NA,NA,3840,3840,FALSE
47,157,32820,4920,4920,4920,4920,FALSE
47,159,34980,NA,NA,NA,NA,FALSE
47,161,17300,NA,NA,NA,NA,FALSE
47,163,28700,NA,3660,3660,3660,FALSE
47,165,34980,5360,5360,5360,5360,FALSE
47,167,32820,NA,4920,4920,4920,FALSE
47,169,34980,NA,NA,NA,NA,FALSE
47,171,27740,NA,3660,3660,3660,FALSE
47,173,28940,3840,3840,3840,3840,FALSE
47,177,32660,NA,NA,NA,NA,FALSE
47,179,27740,NA,3660,3660,3660,FALSE
47,183,32280,NA,NA,NA,NA,FALSE
47,187,34980,NA,5360,5360,5360,FALSE
47,189,34980,5360,5360,5360,5360,FALSE
48,001,37300,NA,NA,NA,NA,FALSE
48,003,11380,NA,NA,NA,NA,FALSE
48,005,31260,NA,NA,NA,NA,FALSE
48,007,18580,NA,NA,NA,NA,FALSE
48,009,48660,9080,NA,NA,9080,FALSE
48,011,11100,NA,NA,NA,NA,FALSE
48,013,41700,NA,NA,NA,NA,FALSE
48,015,26420,NA,NA,NA,NA,FALSE
48,019,41700,NA,NA,NA,NA,FALSE
48,021,12420,NA,NA,NA,640,FALSE
48,025,13300,NA,NA,NA,NA,FALSE
48,027,28660,NA,3810,3810,3810,FALSE
48,029,41700,7240,7240,7240,7240,FALSE
48,037,45500,8360,8360,8360,8360,FALSE
48,039,26420,3360,3360,1145,1145,FALSE
48,041,17780,1260,1260,1260,1260,FALSE
48,049,15220,NA,NA,NA,NA,FALSE
48,051,17780,NA,NA,NA,NA,FALSE
48,053,31920,NA,NA,NA,NA,FALSE
48,055,12420,NA,NA,NA,640,FALSE
48,057,47020,NA,NA,NA,NA,FALSE
48,059,10180,NA,40,NA,NA,FALSE
48,061,15180,1240,1240,1240,1240,FALSE
48,065,11100,NA,NA,NA,NA,FALSE
48,071,26420,NA,NA,NA,3360,FALSE
48,073,27380,NA,NA,NA,NA,FALSE
48,077,48660,NA,9080,NA,NA,FALSE
48,085,19100,1920,1920,1920,1920,FALSE
48,091,41700,NA,7240,7240,7240,FALSE
48,097,23620,NA,NA,NA,NA,FALSE
48,099,28660,NA,3810,3810,3810,FALSE
48,107,31180,NA,NA,NA,NA,FALSE
48,113,19100,1920,1920,1920,1920,FALSE
48,115,29500,NA,NA,NA,NA,FALSE
48,117,25820,NA,NA,NA,NA,FALSE
48,119,19100,NA,NA,NA,NA,FALSE
48,121,19100,1920,1920,1920,1920,FALSE
48,135,36220,5800,5800,5800,5800,FALSE
48,139,19100,1920,1920,1920,1920,FALSE
48,141,21340,2320,2320,2320,2320,FALSE
48,143,44500,NA,NA,NA,NA,FALSE
48,147,14300,NA,NA,NA,NA,FALSE
48,157,26420,3360,3360,3360,3360,FALSE
48,167,26420,2920,2920,2920,2920,FALSE
48,171,23240,NA,NA,NA,NA,FALSE
48,175,47020,NA,NA,NA,NA,FALSE
48,179,37420,NA,NA,NA,NA,FALSE
48,181,43300,7640,7640,7640,7640,FALSE
48,183,30980,NA,4420,4420,4420,FALSE
48,187,41700,7240,7240,7240,7240,FALSE
48,189,38380,NA,NA,NA,NA,FALSE
48,199,13140,NA,840,840,840,FALSE
48,201,26420,3360,3360,3360,3360,FALSE
48,203,32220,NA,4420,4420,4420,FALSE
48,209,12420,NA,640,640,640,FALSE
48,213,11980,NA,NA,NA,1920,FALSE
48,215,32580,4880,4880,4880,4880,FALSE
48,219,30220,NA,NA,NA,NA,FALSE
48,221,24180,NA,1920,NA,2800,FALSE
48,223,44860,NA,NA,NA,NA,FALSE
48,227,13700,NA,NA,NA,NA,FALSE
48,231,19100,NA,NA,NA,1920,FALSE
48,233,14420,NA,NA,NA,NA,FALSE
48,235,41660,NA,NA,NA,NA,FALSE
48,245,13140,840,840,840,840,FALSE
48,249,10860,NA,NA,NA,NA,FALSE
48,251,19100,2800,1920,2800,2800,FALSE
48,253,10180,40,40,NA,NA,FALSE
48,257,19100,1920,1920,1920,1920,FALSE
48,259,41700,NA,NA,NA,NA,FALSE
48,261,28780,NA,NA,NA,NA,FALSE
48,265,28500,NA,NA,NA,NA,FALSE
48,273,28780,NA,NA,NA,NA,FALSE
48,277,37580,NA,NA,NA,NA,FALSE
48,281,28660,NA,NA,NA,NA,FALSE
48,291,26420,3360,3360,3360,3360,FALSE
48,303,31180,4600,4600,4600,4600,FALSE
48,309,47380,8800,8800,8800,8800,FALSE
48,321,13060,NA,NA,NA,NA,FALSE
48,323,20580,NA,NA,NA,NA,FALSE
48,325,41700,NA,NA,NA,NA,FALSE
48,329,33260,5040,5040,5040,5800,FALSE
48,339,26420,3360,3360,3360,3360,FALSE
48,341,20300,NA,NA,NA,NA,FALSE
48,347,34860,NA,NA,NA,NA,FALSE
48,349,18620,NA,NA,NA,NA,FALSE
48,353,45020,NA,NA,NA,NA,FALSE
48,355,18580,1880,1880,1880,1880,FALSE
48,361,13140,840,840,840,840,FALSE
48,363,33420,NA,NA,NA,NA,FALSE
48,367,19100,NA,1920,2800,2800,FALSE
48,375,11100,320,320,320,320,FALSE
48,381,11100,320,320,320,320,FALSE
48,389,37780,NA,NA,NA,NA,FALSE
48,393,37420,NA,NA,NA,NA,FALSE
48,395,17780,NA,NA,NA,NA,FALSE
48,397,19100,1920,1920,1920,1920,FALSE
48,401,30980,NA,NA,NA,NA,FALSE
48,407,26420,NA,NA,NA,NA,FALSE
48,409,18580,1880,1880,1880,1880,FALSE
48,415,43660,NA,NA,NA,NA,FALSE
48,423,46340,8640,8640,8640,8640,FALSE
48,425,24180,NA,NA,NA,NA,FALSE
48,427,40100,NA,NA,NA,NA,FALSE
48,439,19100,2800,1920,2800,2800,FALSE
48,441,10180,40,40,40,40,FALSE
48,449,34420,NA,NA,NA,NA,FALSE
48,451,41660,7200,7200,7200,7200,FALSE
48,453,12420,640,640,640,640,FALSE
48,459,30980,NA,NA,NA,4420,FALSE
48,463,46620,NA,NA,NA,NA,FALSE
48,465,19620,NA,NA,NA,NA,FALSE
48,469,47020,NA,8750,8750,8750,FALSE
48,471,26660,NA,NA,NA,NA,FALSE
48,473,26420,NA,3360,3360,3360,FALSE
48,477,14780,NA,NA,NA,NA,FALSE
48,479,29700,4080,4080,4080,4080,FALSE
48,481,20900,NA,NA,NA,NA,FALSE
48,485,48660,9080,9080,9080,9080,FALSE
48,487,46900,NA,NA,NA,NA,FALSE
48,489,39700,NA,NA,NA,NA,FALSE
48,491,12420,NA,640,640,640,FALSE
48,493,41700,NA,NA,NA,7240,FALSE
48,497,19100,NA,1920,NA,NA,FALSE
49,003,14940,NA,NA,NA,NA,FALSE
49,005,30860,NA,NA,NA,NA,FALSE
49,007,39220,NA,NA,NA,NA,FALSE
49,011,36260,7160,7160,7160,7160,FALSE
49,021,16260,NA,NA,NA,NA,FALSE
49,023,39340,NA,NA,NA,NA,FALSE
49,029,36260,NA,NA,NA,NA,FALSE
49,035,41620,7160,7160,7160,7160,FALSE
49,043,41620,NA,NA,NA,NA,FALSE
49,045,41620,NA,7160,NA,NA,FALSE
49,047,46860,NA,NA,NA,NA,FALSE
49,049,39340,6520,6520,6520,6520,FALSE
49,051,25720,NA,NA,NA,NA,FALSE
49,053,41100,NA,NA,NA,NA,FALSE
49,057,36260,5840,7160,7160,7160,FALSE
50,003,13540,NA,NA,NA,NA,TRUE
50,007,15540,NA,1305,1305,1305,TRUE
50,007,15540,NA,NA,NA,NA,TRUE
50,009,13620,NA,NA,NA,NA,TRUE
50,011,15540,NA,NA,NA,NA,TRUE
50,011,15540,NA,NA,NA,1305,TRUE
50,011,15540,NA,1305,1305,1305,TRUE
50,013,15540,NA,NA,NA,NA,TRUE
50,013,15540,NA,1305,1305,1305,TRUE
50,017,30100,NA,NA,NA,NA,TRUE
50,021,40860,NA,NA,NA,NA,TRUE
50,023,12740,NA,NA,NA,NA,TRUE
50,027,30100,NA,NA,NA,NA,TRUE
51,003,16820,NA,1540,1540,1540,FALSE
51,007,40060,NA,NA,NA,NA,FALSE
51,009,31340,4640,4640,4640,4640,FALSE
51,011,31340,NA,4640,NA,NA,FALSE
51,013,47900,8840,8840,8840,8840,FALSE
51,015,44420,NA,NA,NA,NA,FALSE
51,019,31340,NA,NA,NA,4640,FALSE
51,023,40220,NA,6800,6800,6800,FALSE
51,031,31340,4640,4640,4640,4640,FALSE
51,033,40060,NA,NA,NA,NA,FALSE
51,036,40060,NA,6760,6760,6760,FALSE
51,041,40060,6760,6760,6760,6760,FALSE
51,043,47900,NA,NA,NA,8840,FALSE
51,045,40220,NA,6800,NA,NA,FALSE
51,047,19020,NA,NA,NA,8840,FALSE
51,049,40060,NA,NA,NA,NA,FALSE
51,053,40060,6140,6140,6760,6760,FALSE
51,059,47900,8840,8840,8840,8840,FALSE
51,061,47900,NA,NA,NA,8840,FALSE
51,065,16820,NA,1540,1540,1540,FALSE
51,067,40220,NA,NA,NA,NA,FALSE
51,069,49020,NA,NA,NA,NA,FALSE
51,071,13980,NA,NA,NA,NA,FALSE
51,073,47260,NA,5680,5720,5720,FALSE
51,075,40060,NA,6760,6760,6760,FALSE
51,079,16820,NA,1540,1540,1540,FALSE
51,085,40060,6760,6760,6760,6760,FALSE
51,087,40060,6760,6760,6760,6760,FALSE
51,089,32300,NA,NA,NA,NA,FALSE
51,093,47260,NA,NA,NA,5720,FALSE
51,095,47260,NA,5680,5720,5720,FALSE
51,097,40060,NA,NA,NA,NA,FALSE
51,101,40060,NA,NA,NA,NA,FALSE
51,107,47900,8840,8840,8840,8840,FALSE
51,109,40060,NA,NA,NA,NA,FALSE
51,115,47260,NA,NA,NA,5720,FALSE
51,121,13980,NA,NA,NA,NA,FALSE
51,125,16820,NA,NA,NA,NA,FALSE
51,127,40060,NA,6760,6760,6760,FALSE
51,143,19260,NA,1950,1950,1950,FALSE
51,145,40060,NA,6760,6760,6760,FALSE
51,149,40060,6140,6140,6760,6760,FALSE
51,153,47900,8840,8840,8840,8840,FALSE
51,155,13980,NA,NA,NA,NA,FALSE
51,161,40220,6800,6800,6800,6800,FALSE
51,165,25500,NA,NA,NA,NA,FALSE
51,169,28700,NA,3660,3660,3660,FALSE
51,177,47900,NA,NA,NA,8840,FALSE
51,179,47900,NA,NA,8840,8840,FALSE
51,181,47260,NA,NA,NA,NA,FALSE
51,183,40060,NA,NA,NA,NA,FALSE
51,185,14140,NA,NA,NA,NA,FALSE
51,187,47900,NA,NA,NA,8840,FALSE
51,191,28700,NA,3660,3660,3660,FALSE
51,199,47260,5680,5680,5720,5720,FALSE
51,510,47900,8840,8840,8840,8840,FALSE
51,515,31340,NA,NA,NA,4640,FALSE
51,520,28700,NA,3660,3660,3660,FALSE
51,540,16820,NA,1540,1540,1540,FALSE
51,550,47260,5720,5720,5720,5720,FALSE
51,570,40060,6140,6140,6760,6760,FALSE
51,590,19260,NA,1950,1950,1950,FALSE
51,600,47900,8840,8840,8840,8840,FALSE
51,610,47900,8840,8840,8840,8840,FALSE
51,630,47900,NA,NA,NA,8840,FALSE
51,650,47260,5680,5680,5720,5720,FALSE
51,660,25500,NA,NA,NA,NA,FALSE
51,670,40060,6140,6140,6760,6760,FALSE
51,680,31340,4640,4640,4640,4640,FALSE
51,683,47900,NA,8840,8840,8840,FALSE
51,685,47900,NA,8840,8840,8840,FALSE
51,690,32300,NA,NA,NA,NA,FALSE
51,700,47260,5680,5680,5720,5720,FALSE
51,710,47260,5720,5720,5720,5720,FALSE
51,730,40060,6140,6140,6760,6760,FALSE
51,735,47260,NA,5680,5720,5720,FALSE
51,740,47260,5720,5720,5720,5720,FALSE
51,750,13980,NA,NA,NA,NA,FALSE
51,760,40060,6760,6760,6760,6760,FALSE
51,770,40220,6800,6800,6800,6800,FALSE
51,775,40220,6800,6800,6800,6800,FALSE
51,790,44420,NA,NA,NA,NA,FALSE
51,800,47260,NA,5720,5720,5720,FALSE
51,810,47260,5720,5720,5720,5720,FALSE
51,820,44420,NA,NA,NA,NA,FALSE
51,830,47260,NA,5680,5720,5720,FALSE
51,840,49020,NA,NA,NA,NA,FALSE
53,003,30300,NA,NA,NA,NA,FALSE
53,005,28420,NA,6740,6740,6740,FALSE
53,007,48300,NA,NA,NA,NA,FALSE
53,009,38820,NA,NA,NA,NA,FALSE
53,011,38900,6440,6440,8725,6440,FALSE
53,015,31020,NA,NA,NA,NA,FALSE
53,017,48300,NA,NA,NA,NA,FALSE
53,021,28420,NA,6740,6740,6740,FALSE
53,025,34180,NA,NA,NA,NA,FALSE
53,027,10140,NA,NA,NA,NA,FALSE
53,029,36020,NA,NA,NA,7600,FALSE
53,033,42660,7600,7600,7600,7600,FALSE
53,035,14740,NA,1150,1150,1150,FALSE
53,037,21260,NA,NA,NA,NA,FALSE
53,041,16500,NA,NA,NA,NA,FALSE
53,045,43220,NA,NA,NA,NA,FALSE
53,053,42660,8200,8200,8200,8200,FALSE
53,057,34580,NA,NA,NA,NA,FALSE
53,059,38900,NA,NA,NA,NA,FALSE
53,061,42660,7600,7600,7600,7600,FALSE
53,063,44060,7840,7840,7840,7840,FALSE
53,067,36500,NA,5910,5910,5910,FALSE
53,071,47460,NA,NA,NA,NA,FALSE
53,073,13380,NA,860,860,860,FALSE
53,075,39420,NA,NA,NA,NA,FALSE
53,077,49420,NA,9260,9260,9260,FALSE
54,003,25180,NA,NA,NA,8840,FALSE
54,005,16620,NA,NA,NA,NA,FALSE
54,009,44600,8080,8080,8080,8080,FALSE
54,011,26580,3400,3400,3400,3400,FALSE
54,015,16620,NA,NA,NA,NA,FALSE
54,017,17220,NA,NA,NA,NA,FALSE
54,019,36060,NA,NA,NA,NA,FALSE
54,027,49020,NA,NA,NA,NA,FALSE
54,029,44600,8080,8080,8080,8080,FALSE
54,033,17220,NA,NA,NA,NA,FALSE
54,037,47900,NA,NA,NA,8840,FALSE
54,039,16620,1480,1480,1480,1480,FALSE
54,043,16620,NA,NA,NA,NA,FALSE
54,049,21900,NA,NA,NA,NA,FALSE
54,051,48540,9000,9000,9000,9000,FALSE
54,053,38580,NA,NA,NA,NA,FALSE
54,055,14140,NA,NA,NA,NA,FALSE
54,057,19060,NA,1900,1900,1900,FALSE
54,061,34060,NA,NA,NA,NA,FALSE
54,065,25180,NA,NA,NA,NA,FALSE
54,069,48540,9000,9000,9000,9000,FALSE
54,073,37620,NA,NA,NA,NA,FALSE
54,077,34060,NA,NA,NA,NA,FALSE
54,079,16620,NA,1480,1480,1480,FALSE
54,081,13220,NA,NA,NA,NA,FALSE
54,091,17220,NA,NA,NA,NA,FALSE
54,099,26580,3400,3400,3400,3400,FALSE
54,105,37620,NA,6020,NA,NA,FALSE
54,107,37620,NA,6020,6020,6020,FALSE
55,009,24580,3080,3080,3080,3080,FALSE
55,015,11540,460,460,460,460,FALSE
55,017,20740,NA,2290,2290,2290,FALSE
55,021,31540,NA,NA,NA,NA,FALSE
55,025,31540,4720,4720,4720,4720,FALSE
55,027,13180,NA,NA,NA,NA,FALSE
55,031,20260,2240,2240,2240,2240,FALSE
55,033,32860,NA,NA,NA,NA,FALSE
55,035,20740,NA,2290,2290,2290,FALSE
55,037,27020,NA,NA,NA,NA,FALSE
55,039,22540,NA,NA,NA,NA,FALSE
55,043,38420,NA,NA,NA,NA,FALSE
55,045,33820,NA,NA,NA,NA,FALSE
55,049,31540,NA,NA,NA,NA,FALSE
55,055,48020,NA,NA,NA,NA,FALSE
55,059,16980,3800,3800,3800,3800,FALSE
55,061,24580,NA,NA,NA,NA,FALSE
55,063,29100,3870,3870,3870,3870,FALSE
55,069,32980,NA,NA,NA,NA,FALSE
55,071,31820,NA,NA,NA,NA,FALSE
55,073,48140,NA,8940,8940,8940,FALSE
55,075,31940,NA,NA,NA,NA,FALSE
55,079,33340,5080,5080,5080,5080,FALSE
55,083,24580,NA,NA,NA,NA,FALSE
55,087,11540,460,460,460,460,FALSE
55,089,33340,5080,5080,5080,5080,FALSE
55,093,33460,NA,NA,NA,5120,FALSE
55,097,44620,NA,NA,NA,NA,FALSE
55,101,39540,6600,6600,6600,6600,FALSE
55,105,27500,NA,3620,3620,3620,FALSE
55,109,33460,NA,5120,5120,5120,FALSE
55,111,12660,NA,NA,NA,NA,FALSE
55,117,43100,NA,7620,7620,7620,FALSE
55,127,48580,NA,NA,NA,NA,FALSE
55,131,33340,5080,5080,5080,5080,FALSE
55,133,33340,5080,5080,5080,5080,FALSE
55,139,36780,460,460,460,460,FALSE
55,141,32270,NA,NA,NA,NA,FALSE
56,001,29660,NA,NA,NA,NA,FALSE
56,005,23940,NA,NA,NA,NA,FALSE
56,013,40180,NA,NA,NA,NA,FALSE
56,021,16940,NA,NA,1580,1580,FALSE
56,025,16220,NA,1350,1350,1350,FALSE
56,033,43260,NA,NA,NA,NA,FALSE
56,037,40540,NA,NA,NA,NA,FALSE
56,039,27220,NA,NA,NA,NA,FALSE
56,041,21740,NA,NA,NA,NA,FALSE
